Hourly measurement data supplied by UK-air on 12/04/2020,,,,,
All Data GMT hour ending,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,
,,Cardiff Centre,,Cardiff Newport Road,
Date,Time,Nitrogen dioxide,Status,Nitrogen dioxide,Status
03/03/2018,23:00:00,27.38383,V ugm-3,No data,null
03/03/2018,24:00:00,25.16454,V ugm-3,No data,null
04/03/2018,01:00:00,24.0996,V ugm-3,No data,null
04/03/2018,02:00:00,23.3553,V ugm-3,No data,null
04/03/2018,03:00:00,22.85625,V ugm-3,No data,null
04/03/2018,04:00:00,20.99097,V ugm-3,No data,null
04/03/2018,05:00:00,20.66106,V ugm-3,No data,null
04/03/2018,06:00:00,20.98678,V ugm-3,No data,null
04/03/2018,07:00:00,21.48478,V ugm-3,No data,null
04/03/2018,08:00:00,26.56011,V ugm-3,No data,null
04/03/2018,09:00:00,33.94535,V ugm-3,No data,null
04/03/2018,10:00:00,19.60644,V ugm-3,No data,null
04/03/2018,11:00:00,22.23626,V ugm-3,No data,null
04/03/2018,12:00:00,19.85411,V ugm-3,No data,null
04/03/2018,13:00:00,16.39115,V ugm-3,No data,null
04/03/2018,14:00:00,20.09396,V ugm-3,No data,null
04/03/2018,15:00:00,16.16492,V ugm-3,No data,null
04/03/2018,16:00:00,15.59307,V ugm-3,No data,null
04/03/2018,17:00:00,17.90241,V ugm-3,No data,null
04/03/2018,18:00:00,18.77797,V ugm-3,No data,null
04/03/2018,19:00:00,17.25413,V ugm-3,No data,null
04/03/2018,20:00:00,18.28416,V ugm-3,No data,null
04/03/2018,21:00:00,21.3549,V ugm-3,No data,null
04/03/2018,22:00:00,27.63569,V ugm-3,No data,null
04/03/2018,23:00:00,21.09465,V ugm-3,No data,null
04/03/2018,24:00:00,25.21743,V ugm-3,No data,null
05/03/2018,01:00:00,19.38105,V ugm-3,No data,null
05/03/2018,02:00:00,13.60334,V ugm-3,No data,null
05/03/2018,03:00:00,11.56978,V ugm-3,No data,null
05/03/2018,04:00:00,13.77544,V ugm-3,No data,null
05/03/2018,05:00:00,22.17555,V ugm-3,No data,null
05/03/2018,06:00:00,54.48548,V ugm-3,No data,null
05/03/2018,07:00:00,61.07739,V ugm-3,No data,null
05/03/2018,08:00:00,28.57518,V ugm-3,No data,null
05/03/2018,09:00:00,38.98771,V ugm-3,No data,null
05/03/2018,10:00:00,36.46003,V ugm-3,No data,null
05/03/2018,11:00:00,33.27247,V ugm-3,No data,null
05/03/2018,12:00:00,33.51547,V ugm-3,No data,null
05/03/2018,13:00:00,32.84776,V ugm-3,No data,null
05/03/2018,14:00:00,36.10232,V ugm-3,No data,null
05/03/2018,15:00:00,29.49629,V ugm-3,No data,null
05/03/2018,16:00:00,33.45412,V ugm-3,No data,null
05/03/2018,17:00:00,35.51474,V ugm-3,No data,null
05/03/2018,18:00:00,42.89732,V ugm-3,No data,null
05/03/2018,19:00:00,55.57307,V ugm-3,No data,null
05/03/2018,20:00:00,40.0978,V ugm-3,No data,null
05/03/2018,21:00:00,45.14854,V ugm-3,No data,null
05/03/2018,22:00:00,48.15905,V ugm-3,No data,null
05/03/2018,23:00:00,42.26839,V ugm-3,No data,null
05/03/2018,24:00:00,25.84007,V ugm-3,No data,null
06/03/2018,01:00:00,15.20831,V ugm-3,No data,null
06/03/2018,02:00:00,12.13749,V ugm-3,No data,null
06/03/2018,03:00:00,18.01084,V ugm-3,No data,null
06/03/2018,04:00:00,18.90846,V ugm-3,No data,null
06/03/2018,05:00:00,33.88773,V ugm-3,No data,null
06/03/2018,06:00:00,28.01578,V ugm-3,No data,null
06/03/2018,07:00:00,20.61198,V ugm-3,No data,null
06/03/2018,08:00:00,44.26416,V ugm-3,No data,null
06/03/2018,09:00:00,65.63613,V ugm-3,No data,null
06/03/2018,10:00:00,65.66388,V ugm-3,No data,null
06/03/2018,11:00:00,49.09318,V ugm-3,No data,null
06/03/2018,12:00:00,32.29401,V ugm-3,No data,null
06/03/2018,13:00:00,38.77903,V ugm-3,No data,null
06/03/2018,14:00:00,22.52832,V ugm-3,No data,null
06/03/2018,15:00:00,24.70782,V ugm-3,No data,null
06/03/2018,16:00:00,32.01424,V ugm-3,No data,null
06/03/2018,17:00:00,34.57152,V ugm-3,No data,null
06/03/2018,18:00:00,48.42566,V ugm-3,No data,null
06/03/2018,19:00:00,78.80255,V ugm-3,No data,null
06/03/2018,20:00:00,94.63808,V ugm-3,No data,null
06/03/2018,21:00:00,96.93943,V ugm-3,No data,null
06/03/2018,22:00:00,85.17793,V ugm-3,No data,null
06/03/2018,23:00:00,86.95904,V ugm-3,No data,null
06/03/2018,24:00:00,76.5038,V ugm-3,No data,null
07/03/2018,01:00:00,63.3879,V ugm-3,No data,null
07/03/2018,02:00:00,54.45417,V ugm-3,No data,null
07/03/2018,03:00:00,47.5877,V ugm-3,No data,null
07/03/2018,04:00:00,41.40653,V ugm-3,No data,null
07/03/2018,05:00:00,39.40151,V ugm-3,No data,null
07/03/2018,06:00:00,40.42425,V ugm-3,No data,null
07/03/2018,07:00:00,47.80048,V ugm-3,No data,null
07/03/2018,08:00:00,49.05165,V ugm-3,No data,null
07/03/2018,09:00:00,63.15522,V ugm-3,No data,null
07/03/2018,10:00:00,53.2548,V ugm-3,No data,null
07/03/2018,11:00:00,34.01357,V ugm-3,No data,null
07/03/2018,12:00:00,46.4942,V ugm-3,No data,null
07/03/2018,13:00:00,30.24337,V ugm-3,No data,null
07/03/2018,14:00:00,25.00398,V ugm-3,No data,null
07/03/2018,15:00:00,24.73297,V ugm-3,No data,null
07/03/2018,16:00:00,28.53015,V ugm-3,No data,null
07/03/2018,17:00:00,19.69815,V ugm-3,No data,null
07/03/2018,18:00:00,27.22087,V ugm-3,No data,null
07/03/2018,19:00:00,30.81245,V ugm-3,No data,null
07/03/2018,20:00:00,43.81753,V ugm-3,No data,null
07/03/2018,21:00:00,31.47076,V ugm-3,No data,null
07/03/2018,22:00:00,54.7657,V ugm-3,No data,null
07/03/2018,23:00:00,45.10404,V ugm-3,No data,null
07/03/2018,24:00:00,44.51011,V ugm-3,No data,null
08/03/2018,01:00:00,13.17382,V ugm-3,No data,null
08/03/2018,02:00:00,5.68333,V ugm-3,No data,null
08/03/2018,03:00:00,8.28826,V ugm-3,No data,null
08/03/2018,04:00:00,8.67175,V ugm-3,No data,null
08/03/2018,05:00:00,8.1333,V ugm-3,No data,null
08/03/2018,06:00:00,6.21074,V ugm-3,No data,null
08/03/2018,07:00:00,13.02013,V ugm-3,No data,null
08/03/2018,08:00:00,20.99539,V ugm-3,No data,null
08/03/2018,09:00:00,21.58004,V ugm-3,No data,null
08/03/2018,10:00:00,19.15151,V ugm-3,No data,null
08/03/2018,11:00:00,16.89335,V ugm-3,No data,null
08/03/2018,12:00:00,14.381,V ugm-3,No data,null
08/03/2018,13:00:00,13.76488,V ugm-3,No data,null
08/03/2018,14:00:00,12.54908,V ugm-3,No data,null
08/03/2018,15:00:00,12.9377,V ugm-3,No data,null
08/03/2018,16:00:00,14.35225,V ugm-3,No data,null
08/03/2018,17:00:00,15.33953,V ugm-3,No data,null
08/03/2018,18:00:00,18.42282,V ugm-3,No data,null
08/03/2018,19:00:00,24.24252,V ugm-3,No data,null
08/03/2018,20:00:00,25.9978,V ugm-3,No data,null
08/03/2018,21:00:00,31.16141,V ugm-3,No data,null
08/03/2018,22:00:00,25.66733,V ugm-3,No data,null
08/03/2018,23:00:00,19.59653,V ugm-3,No data,null
08/03/2018,24:00:00,20.69704,V ugm-3,No data,null
09/03/2018,01:00:00,22.5388,V ugm-3,No data,null
09/03/2018,02:00:00,14.01045,V ugm-3,No data,null
09/03/2018,03:00:00,17.02044,V ugm-3,No data,null
09/03/2018,04:00:00,19.52736,V ugm-3,No data,null
09/03/2018,05:00:00,21.54558,V ugm-3,No data,null
09/03/2018,06:00:00,34.92834,V ugm-3,No data,null
09/03/2018,07:00:00,46.32771,V ugm-3,No data,null
09/03/2018,08:00:00,53.66843,V ugm-3,No data,null
09/03/2018,09:00:00,57.0409,V ugm-3,No data,null
09/03/2018,10:00:00,53.88093,V ugm-3,No data,null
09/03/2018,11:00:00,43.98281,V ugm-3,No data,null
09/03/2018,12:00:00,43.19341,V ugm-3,No data,null
09/03/2018,13:00:00,36.09738,V ugm-3,No data,null
09/03/2018,14:00:00,39.25765,V ugm-3,No data,null
09/03/2018,15:00:00,37.85725,V ugm-3,No data,null
09/03/2018,16:00:00,39.47916,V ugm-3,No data,null
09/03/2018,17:00:00,47.3131,V ugm-3,No data,null
09/03/2018,18:00:00,54.26407,V ugm-3,No data,null
09/03/2018,19:00:00,47.31238,V ugm-3,No data,null
09/03/2018,20:00:00,45.77098,V ugm-3,No data,null
09/03/2018,21:00:00,39.84848,V ugm-3,No data,null
09/03/2018,22:00:00,33.05171,V ugm-3,No data,null
09/03/2018,23:00:00,34.51943,V ugm-3,No data,null
09/03/2018,24:00:00,30.05173,V ugm-3,No data,null
10/03/2018,01:00:00,11.12863,V ugm-3,No data,null
10/03/2018,02:00:00,8.27862,V ugm-3,No data,null
10/03/2018,03:00:00,8.19703,V ugm-3,No data,null
10/03/2018,04:00:00,7.91015,V ugm-3,No data,null
10/03/2018,05:00:00,8.13484,V ugm-3,No data,null
10/03/2018,06:00:00,7.58416,V ugm-3,No data,null
10/03/2018,07:00:00,13.78113,V ugm-3,No data,null
10/03/2018,08:00:00,15.42915,V ugm-3,No data,null
10/03/2018,09:00:00,16.52649,V ugm-3,No data,null
10/03/2018,10:00:00,25.74868,V ugm-3,No data,null
10/03/2018,11:00:00,24.93918,V ugm-3,No data,null
10/03/2018,12:00:00,21.44952,V ugm-3,No data,null
10/03/2018,13:00:00,21.15259,V ugm-3,No data,null
10/03/2018,14:00:00,33.91669,V ugm-3,No data,null
10/03/2018,15:00:00,24.29021,V ugm-3,No data,null
10/03/2018,16:00:00,24.43463,V ugm-3,No data,null
10/03/2018,17:00:00,34.39303,V ugm-3,No data,null
10/03/2018,18:00:00,44.60318,V ugm-3,No data,null
10/03/2018,19:00:00,49.72982,V ugm-3,No data,null
10/03/2018,20:00:00,55.13531,V ugm-3,No data,null
10/03/2018,21:00:00,49.94045,V ugm-3,No data,null
10/03/2018,22:00:00,48.53615,V ugm-3,No data,null
10/03/2018,23:00:00,34.38295,V ugm-3,No data,null
10/03/2018,24:00:00,59.50594,V ugm-3,No data,null
11/03/2018,01:00:00,51.5953,V ugm-3,No data,null
11/03/2018,02:00:00,38.89091,V ugm-3,No data,null
11/03/2018,03:00:00,36.91202,V ugm-3,No data,null
11/03/2018,04:00:00,24.78644,V ugm-3,No data,null
11/03/2018,05:00:00,24.11593,V ugm-3,No data,null
11/03/2018,06:00:00,15.16235,V ugm-3,No data,null
11/03/2018,07:00:00,13.67455,V ugm-3,No data,null
11/03/2018,08:00:00,14.97226,V ugm-3,No data,null
11/03/2018,09:00:00,15.91189,V ugm-3,No data,null
11/03/2018,10:00:00,17.1385,V ugm-3,No data,null
11/03/2018,11:00:00,20.37466,V ugm-3,No data,null
11/03/2018,12:00:00,17.92576,V ugm-3,No data,null
11/03/2018,13:00:00,14.14405,V ugm-3,No data,null
11/03/2018,14:00:00,17.33653,V ugm-3,No data,null
11/03/2018,15:00:00,20.61301,V ugm-3,No data,null
11/03/2018,16:00:00,22.41558,V ugm-3,No data,null
11/03/2018,17:00:00,22.31075,V ugm-3,No data,null
11/03/2018,18:00:00,28.16342,V ugm-3,No data,null
11/03/2018,19:00:00,24.2776,V ugm-3,No data,null
11/03/2018,20:00:00,18.59355,V ugm-3,No data,null
11/03/2018,21:00:00,20.73696,V ugm-3,No data,null
11/03/2018,22:00:00,17.30973,V ugm-3,No data,null
11/03/2018,23:00:00,14.38241,V ugm-3,No data,null
11/03/2018,24:00:00,14.60326,V ugm-3,No data,null
12/03/2018,01:00:00,16.7579,V ugm-3,No data,null
12/03/2018,02:00:00,13.66075,V ugm-3,No data,null
12/03/2018,03:00:00,12.51219,V ugm-3,No data,null
12/03/2018,04:00:00,11.0774,V ugm-3,No data,null
12/03/2018,05:00:00,13.31329,V ugm-3,No data,null
12/03/2018,06:00:00,13.36364,V ugm-3,No data,null
12/03/2018,07:00:00,24.65914,V ugm-3,No data,null
12/03/2018,08:00:00,41.76185,V ugm-3,No data,null
12/03/2018,09:00:00,47.30124,V ugm-3,No data,null
12/03/2018,10:00:00,40.90874,V ugm-3,No data,null
12/03/2018,11:00:00,27.08796,V ugm-3,No data,null
12/03/2018,12:00:00,27.1975,V ugm-3,No data,null
12/03/2018,13:00:00,17.9479,V ugm-3,No data,null
12/03/2018,14:00:00,28.25005,V ugm-3,No data,null
12/03/2018,15:00:00,28.82423,V ugm-3,No data,null
12/03/2018,16:00:00,27.7455,V ugm-3,No data,null
12/03/2018,17:00:00,19.95718,V ugm-3,No data,null
12/03/2018,18:00:00,24.80988,V ugm-3,No data,null
12/03/2018,19:00:00,19.77472,V ugm-3,No data,null
12/03/2018,20:00:00,13.89171,V ugm-3,No data,null
12/03/2018,21:00:00,16.43627,V ugm-3,No data,null
12/03/2018,22:00:00,15.44388,V ugm-3,No data,null
12/03/2018,23:00:00,17.38679,V ugm-3,No data,null
12/03/2018,24:00:00,14.96224,V ugm-3,No data,null
13/03/2018,01:00:00,15.88644,V ugm-3,No data,null
13/03/2018,02:00:00,15.54489,V ugm-3,No data,null
13/03/2018,03:00:00,13.76511,V ugm-3,No data,null
13/03/2018,04:00:00,10.48562,V ugm-3,No data,null
13/03/2018,05:00:00,14.75672,V ugm-3,No data,null
13/03/2018,06:00:00,17.37642,V ugm-3,No data,null
13/03/2018,07:00:00,23.0806,V ugm-3,No data,null
13/03/2018,08:00:00,46.71794,V ugm-3,No data,null
13/03/2018,09:00:00,46.67621,V ugm-3,No data,null
13/03/2018,10:00:00,28.95354,V ugm-3,No data,null
13/03/2018,11:00:00,22.81277,V ugm-3,No data,null
13/03/2018,12:00:00,15.54163,V ugm-3,No data,null
13/03/2018,13:00:00,14.04742,V ugm-3,No data,null
13/03/2018,14:00:00,14.51219,V ugm-3,No data,null
13/03/2018,15:00:00,15.28744,V ugm-3,No data,null
13/03/2018,16:00:00,19.0443,V ugm-3,No data,null
13/03/2018,17:00:00,15.3835,V ugm-3,No data,null
13/03/2018,18:00:00,25.04537,V ugm-3,No data,null
13/03/2018,19:00:00,31.45496,V ugm-3,No data,null
13/03/2018,20:00:00,51.45694,V ugm-3,No data,null
13/03/2018,21:00:00,38.43019,V ugm-3,No data,null
13/03/2018,22:00:00,31.1241,V ugm-3,No data,null
13/03/2018,23:00:00,27.6428,V ugm-3,No data,null
13/03/2018,24:00:00,15.39808,V ugm-3,No data,null
14/03/2018,01:00:00,9.42382,V ugm-3,No data,null
14/03/2018,02:00:00,9.47206,V ugm-3,No data,null
14/03/2018,03:00:00,11.75925,V ugm-3,No data,null
14/03/2018,04:00:00,7.42944,V ugm-3,No data,null
14/03/2018,05:00:00,8.44492,V ugm-3,No data,null
14/03/2018,06:00:00,12.27466,V ugm-3,No data,null
14/03/2018,07:00:00,20.01152,V ugm-3,No data,null
14/03/2018,08:00:00,26.8817,V ugm-3,No data,null
14/03/2018,09:00:00,24.76496,V ugm-3,No data,null
14/03/2018,10:00:00,15.16918,V ugm-3,No data,null
14/03/2018,11:00:00,17.22674,V ugm-3,No data,null
14/03/2018,12:00:00,19.39883,V ugm-3,No data,null
14/03/2018,13:00:00,19.23852,V ugm-3,No data,null
14/03/2018,14:00:00,11.89295,V ugm-3,No data,null
14/03/2018,15:00:00,13.88653,V ugm-3,No data,null
14/03/2018,16:00:00,23.47082,V ugm-3,No data,null
14/03/2018,17:00:00,22.19009,V ugm-3,No data,null
14/03/2018,18:00:00,22.46109,V ugm-3,No data,null
14/03/2018,19:00:00,24.40841,V ugm-3,No data,null
14/03/2018,20:00:00,17.41364,V ugm-3,No data,null
14/03/2018,21:00:00,15.71406,V ugm-3,No data,null
14/03/2018,22:00:00,11.58266,V ugm-3,No data,null
14/03/2018,23:00:00,10.1064,V ugm-3,No data,null
14/03/2018,24:00:00,8.86089,V ugm-3,No data,null
15/03/2018,01:00:00,9.64367,V ugm-3,No data,null
15/03/2018,02:00:00,8.59951,V ugm-3,No data,null
15/03/2018,03:00:00,9.66072,V ugm-3,No data,null
15/03/2018,04:00:00,5.89473,V ugm-3,No data,null
15/03/2018,05:00:00,7.63095,V ugm-3,No data,null
15/03/2018,06:00:00,10.16592,V ugm-3,No data,null
15/03/2018,07:00:00,14.15255,V ugm-3,No data,null
15/03/2018,08:00:00,21.25936,V ugm-3,No data,null
15/03/2018,09:00:00,30.83106,V ugm-3,No data,null
15/03/2018,10:00:00,19.31718,V ugm-3,No data,null
15/03/2018,11:00:00,17.22064,V ugm-3,No data,null
15/03/2018,12:00:00,13.54272,V ugm-3,No data,null
15/03/2018,13:00:00,13.41109,V ugm-3,No data,null
15/03/2018,14:00:00,16.06443,V ugm-3,No data,null
15/03/2018,15:00:00,17.39772,V ugm-3,No data,null
15/03/2018,16:00:00,19.82853,V ugm-3,No data,null
15/03/2018,17:00:00,23.37673,V ugm-3,No data,null
15/03/2018,18:00:00,27.4912,V ugm-3,No data,null
15/03/2018,19:00:00,30.76242,V ugm-3,No data,null
15/03/2018,20:00:00,22.13529,V ugm-3,No data,null
15/03/2018,21:00:00,26.40411,V ugm-3,No data,null
15/03/2018,22:00:00,23.41224,V ugm-3,No data,null
15/03/2018,23:00:00,27.6768,V ugm-3,No data,null
15/03/2018,24:00:00,23.41887,V ugm-3,No data,null
16/03/2018,01:00:00,14.45229,V ugm-3,No data,null
16/03/2018,02:00:00,9.3479,V ugm-3,No data,null
16/03/2018,03:00:00,10.49908,V ugm-3,No data,null
16/03/2018,04:00:00,11.89916,V ugm-3,No data,null
16/03/2018,05:00:00,12.84354,V ugm-3,No data,null
16/03/2018,06:00:00,17.01945,V ugm-3,No data,null
16/03/2018,07:00:00,43.49015,V ugm-3,No data,null
16/03/2018,08:00:00,40.32603,V ugm-3,No data,null
16/03/2018,09:00:00,35.72317,V ugm-3,No data,null
16/03/2018,10:00:00,28.05163,V ugm-3,No data,null
16/03/2018,11:00:00,18.36945,V ugm-3,No data,null
16/03/2018,12:00:00,15.7562,V ugm-3,No data,null
16/03/2018,13:00:00,13.05103,V ugm-3,No data,null
16/03/2018,14:00:00,13.02016,V ugm-3,No data,null
16/03/2018,15:00:00,14.30748,V ugm-3,No data,null
16/03/2018,16:00:00,12.91114,V ugm-3,No data,null
16/03/2018,17:00:00,12.89805,V ugm-3,No data,null
16/03/2018,18:00:00,19.66288,V ugm-3,No data,null
16/03/2018,19:00:00,31.08389,V ugm-3,No data,null
16/03/2018,20:00:00,39.21862,V ugm-3,No data,null
16/03/2018,21:00:00,34.29927,V ugm-3,No data,null
16/03/2018,22:00:00,58.57598,V ugm-3,No data,null
16/03/2018,23:00:00,53.34013,V ugm-3,No data,null
16/03/2018,24:00:00,32.92563,V ugm-3,No data,null
17/03/2018,01:00:00,20.153,V ugm-3,No data,null
17/03/2018,02:00:00,13.27502,V ugm-3,No data,null
17/03/2018,03:00:00,12.69363,V ugm-3,No data,null
17/03/2018,04:00:00,12.79906,V ugm-3,No data,null
17/03/2018,05:00:00,11.51084,V ugm-3,No data,null
17/03/2018,06:00:00,7.96981,V ugm-3,No data,null
17/03/2018,07:00:00,7.5851,V ugm-3,No data,null
17/03/2018,08:00:00,9.09897,V ugm-3,No data,null
17/03/2018,09:00:00,11.58388,V ugm-3,No data,null
17/03/2018,10:00:00,11.49324,V ugm-3,No data,null
17/03/2018,11:00:00,13.82463,V ugm-3,No data,null
17/03/2018,12:00:00,14.26022,V ugm-3,No data,null
17/03/2018,13:00:00,13.93838,V ugm-3,No data,null
17/03/2018,14:00:00,11.82986,V ugm-3,No data,null
17/03/2018,15:00:00,11.66248,V ugm-3,No data,null
17/03/2018,16:00:00,15.10639,V ugm-3,No data,null
17/03/2018,17:00:00,15.83234,V ugm-3,No data,null
17/03/2018,18:00:00,17.5275,V ugm-3,No data,null
17/03/2018,19:00:00,13.51763,V ugm-3,No data,null
17/03/2018,20:00:00,17.64495,V ugm-3,No data,null
17/03/2018,21:00:00,15.47077,V ugm-3,No data,null
17/03/2018,22:00:00,11.79659,V ugm-3,No data,null
17/03/2018,23:00:00,11.07988,V ugm-3,No data,null
17/03/2018,24:00:00,9.78703,V ugm-3,No data,null
18/03/2018,01:00:00,7.34617,V ugm-3,No data,null
18/03/2018,02:00:00,7.14838,V ugm-3,No data,null
18/03/2018,03:00:00,5.79825,V ugm-3,No data,null
18/03/2018,04:00:00,5.45684,V ugm-3,No data,null
18/03/2018,05:00:00,4.74221,V ugm-3,No data,null
18/03/2018,06:00:00,5.17917,V ugm-3,No data,null
18/03/2018,07:00:00,6.07774,V ugm-3,No data,null
18/03/2018,08:00:00,8.14889,V ugm-3,No data,null
18/03/2018,09:00:00,8.58676,V ugm-3,No data,null
18/03/2018,10:00:00,9.43253,V ugm-3,No data,null
18/03/2018,11:00:00,10.16541,V ugm-3,No data,null
18/03/2018,12:00:00,13.42726,V ugm-3,No data,null
18/03/2018,13:00:00,15.43648,V ugm-3,No data,null
18/03/2018,14:00:00,13.3918,V ugm-3,No data,null
18/03/2018,15:00:00,12.6644,V ugm-3,No data,null
18/03/2018,16:00:00,13.48187,V ugm-3,No data,null
18/03/2018,17:00:00,15.21526,V ugm-3,No data,null
18/03/2018,18:00:00,15.53842,V ugm-3,No data,null
18/03/2018,19:00:00,13.46636,V ugm-3,No data,null
18/03/2018,20:00:00,13.54015,V ugm-3,No data,null
18/03/2018,21:00:00,11.86321,V ugm-3,No data,null
18/03/2018,22:00:00,10.30007,V ugm-3,No data,null
18/03/2018,23:00:00,9.13114,V ugm-3,No data,null
18/03/2018,24:00:00,7.85662,V ugm-3,No data,null
19/03/2018,01:00:00,6.16872,V ugm-3,No data,null
19/03/2018,02:00:00,5.803,V ugm-3,No data,null
19/03/2018,03:00:00,6.12987,V ugm-3,No data,null
19/03/2018,04:00:00,5.35537,V ugm-3,No data,null
19/03/2018,05:00:00,6.13527,V ugm-3,No data,null
19/03/2018,06:00:00,8.24455,V ugm-3,No data,null
19/03/2018,07:00:00,11.08717,V ugm-3,No data,null
19/03/2018,08:00:00,17.35613,V ugm-3,No data,null
19/03/2018,09:00:00,18.86126,V ugm-3,No data,null
19/03/2018,10:00:00,19.28996,V ugm-3,No data,null
19/03/2018,11:00:00,14.91158,V ugm-3,No data,null
19/03/2018,12:00:00,14.75205,V ugm-3,No data,null
19/03/2018,13:00:00,13.02281,V ugm-3,No data,null
19/03/2018,14:00:00,10.63203,V ugm-3,No data,null
19/03/2018,15:00:00,11.24519,V ugm-3,No data,null
19/03/2018,16:00:00,12.735,V ugm-3,No data,null
19/03/2018,17:00:00,14.73673,V ugm-3,No data,null
19/03/2018,18:00:00,18.17359,V ugm-3,No data,null
19/03/2018,19:00:00,19.60601,V ugm-3,No data,null
19/03/2018,20:00:00,18.0426,V ugm-3,No data,null
19/03/2018,21:00:00,13.25924,V ugm-3,No data,null
19/03/2018,22:00:00,11.53991,V ugm-3,No data,null
19/03/2018,23:00:00,13.42778,V ugm-3,No data,null
19/03/2018,24:00:00,12.03561,V ugm-3,No data,null
20/03/2018,01:00:00,10.91538,V ugm-3,No data,null
20/03/2018,02:00:00,9.92097,V ugm-3,No data,null
20/03/2018,03:00:00,15.46796,V ugm-3,No data,null
20/03/2018,04:00:00,9.42362,V ugm-3,No data,null
20/03/2018,05:00:00,8.87093,V ugm-3,No data,null
20/03/2018,06:00:00,10.70564,V ugm-3,No data,null
20/03/2018,07:00:00,17.88649,V ugm-3,No data,null
20/03/2018,08:00:00,52.86915,V ugm-3,No data,null
20/03/2018,09:00:00,33.92403,V ugm-3,No data,null
20/03/2018,10:00:00,31.92868,V ugm-3,No data,null
20/03/2018,11:00:00,18.63496,V ugm-3,No data,null
20/03/2018,12:00:00,11.57471,V ugm-3,No data,null
20/03/2018,13:00:00,11.28947,V ugm-3,No data,null
20/03/2018,14:00:00,13.57807,V ugm-3,No data,null
20/03/2018,15:00:00,16.42024,V ugm-3,No data,null
20/03/2018,16:00:00,17.98038,V ugm-3,No data,null
20/03/2018,17:00:00,24.15466,V ugm-3,No data,null
20/03/2018,18:00:00,29.55376,V ugm-3,No data,null
20/03/2018,19:00:00,35.90381,V ugm-3,No data,null
20/03/2018,20:00:00,35.15845,V ugm-3,No data,null
20/03/2018,21:00:00,39.31824,V ugm-3,No data,null
20/03/2018,22:00:00,60.52925,V ugm-3,No data,null
20/03/2018,23:00:00,48.9381,V ugm-3,No data,null
20/03/2018,24:00:00,51.78516,V ugm-3,No data,null
21/03/2018,01:00:00,37.50024,V ugm-3,No data,null
21/03/2018,02:00:00,24.63567,V ugm-3,No data,null
21/03/2018,03:00:00,26.957,V ugm-3,No data,null
21/03/2018,04:00:00,35.38652,V ugm-3,No data,null
21/03/2018,05:00:00,22.89574,V ugm-3,No data,null
21/03/2018,06:00:00,24.9564,V ugm-3,No data,null
21/03/2018,07:00:00,30.68918,V ugm-3,No data,null
21/03/2018,08:00:00,42.13104,V ugm-3,No data,null
21/03/2018,09:00:00,49.24788,V ugm-3,No data,null
21/03/2018,10:00:00,38.7456,V ugm-3,No data,null
21/03/2018,11:00:00,30.98796,V ugm-3,No data,null
21/03/2018,12:00:00,19.59421,V ugm-3,No data,null
21/03/2018,13:00:00,16.85673,V ugm-3,No data,null
21/03/2018,14:00:00,15.99972,V ugm-3,No data,null
21/03/2018,15:00:00,20.07767,V ugm-3,No data,null
21/03/2018,16:00:00,16.77207,V ugm-3,No data,null
21/03/2018,17:00:00,17.49314,V ugm-3,No data,null
21/03/2018,18:00:00,23.01411,V ugm-3,No data,null
21/03/2018,19:00:00,25.279,V ugm-3,No data,null
21/03/2018,20:00:00,24.58812,V ugm-3,No data,null
21/03/2018,21:00:00,27.13016,V ugm-3,No data,null
21/03/2018,22:00:00,20.86001,V ugm-3,No data,null
21/03/2018,23:00:00,25.70767,V ugm-3,No data,null
21/03/2018,24:00:00,17.51455,V ugm-3,No data,null
22/03/2018,01:00:00,15.56299,V ugm-3,No data,null
22/03/2018,02:00:00,13.56302,V ugm-3,No data,null
22/03/2018,03:00:00,11.95169,V ugm-3,No data,null
22/03/2018,04:00:00,9.95374,V ugm-3,No data,null
22/03/2018,05:00:00,12.33996,V ugm-3,No data,null
22/03/2018,06:00:00,9.32353,V ugm-3,No data,null
22/03/2018,07:00:00,11.84373,V ugm-3,No data,null
22/03/2018,08:00:00,26.21545,V ugm-3,No data,null
22/03/2018,09:00:00,30.26424,V ugm-3,No data,null
22/03/2018,10:00:00,23.37397,V ugm-3,No data,null
22/03/2018,11:00:00,20.47331,V ugm-3,No data,null
22/03/2018,12:00:00,19.05679,V ugm-3,No data,null
22/03/2018,13:00:00,18.64424,V ugm-3,No data,null
22/03/2018,14:00:00,16.38875,V ugm-3,No data,null
22/03/2018,15:00:00,19.3887,V ugm-3,No data,null
22/03/2018,16:00:00,25.52519,V ugm-3,No data,null
22/03/2018,17:00:00,29.15016,V ugm-3,No data,null
22/03/2018,18:00:00,36.01268,V ugm-3,No data,null
22/03/2018,19:00:00,26.56297,V ugm-3,No data,null
22/03/2018,20:00:00,22.31994,V ugm-3,No data,null
22/03/2018,21:00:00,22.38779,V ugm-3,No data,null
22/03/2018,22:00:00,22.65683,V ugm-3,No data,null
22/03/2018,23:00:00,12.67165,V ugm-3,No data,null
22/03/2018,24:00:00,9.09547,V ugm-3,No data,null
23/03/2018,01:00:00,6.34923,V ugm-3,No data,null
23/03/2018,02:00:00,4.04103,V ugm-3,No data,null
23/03/2018,03:00:00,4.5346,V ugm-3,No data,null
23/03/2018,04:00:00,6.98637,V ugm-3,No data,null
